Sector,Company Name,Industry,Symbol,Series,ISIN Code,NSE Symbol,Last Fetch,Live NIFTY LTP,Daily,Weekly,1M,3M,6M,YTD,Nifty Index 3M % Change,Stock Relative Strength vs Nifty,RS History,10D RS Change,Highest RS,Lowest RS,Average RS,RS Momentum Score,Consistency,RS Data Days,Volume History,Today Volume,10D Average Volume,Volume Ratio,Volume Change %,Upstox Instrument Key,Data Date,LTP,Return Calculation Price,Previous Close,LTP Change %,LTP Volume,LTP Last Traded Qty,LTP Fetch Time,Status
niftymidcap150,Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017,,2026-09-26T16:20:44+05:30,23140.5,-0.189307,-0.531672,-6.932335,-16.334872,5.378233,,-3.364827,-12.970045,"[{'date': '2026-09-15', 'rs': -17.002558, 'volume': 1454761}, {'date': '2026-09-16', 'rs': -16.952772, 'volume': 985174}, {'date': '2026-09-17', 'rs': -16.140288, 'volume': 2067656}, {'date': '2026-09-18', 'rs': -13.389427, 'volume': 3438429}, {'date': '2026-09-21', 'rs': -15.198901, 'volume': 1093890}, {'date': '2026-09-22', 'rs': -15.358757, 'volume': 970859}, {'date': '2026-09-23', 'rs': -12.060263, 'volume': 2918388}, {'date': '2026-09-24', 'rs': -12.173503, 'volume': 2632690}, {'date': '2026-09-25', 'rs': -12.970045, 'volume': 836257}, {'date': '2026-09-26', 'rs': -12.096235, 'volume': 836257, 'source': 'LIVE LTP'}]",4.906323,-12.060263,-17.002558,-14.334275,2.486711,5.0,10.0,"[{'date': '2026-09-15', 'rs': -17.002558, 'volume': 1454761}, {'date': '2026-09-16', 'rs': -16.952772, 'volume': 985174}, {'date': '2026-09-17', 'rs': -16.140288, 'volume': 2067656}, {'date': '2026-09-18', 'rs': -13.389427, 'volume': 3438429}, {'date': '2026-09-21', 'rs': -15.198901, 'volume': 1093890}, {'date': '2026-09-22', 'rs': -15.358757, 'volume': 970859}, {'date': '2026-09-23', 'rs': -12.060263, 'volume': 2918388}, {'date': '2026-09-24', 'rs': -12.173503, 'volume': 2632690}, {'date': '2026-09-25', 'rs': -12.970045, 'volume': 836257}, {'date': '2026-09-26', 'rs': -12.096235, 'volume': 836257, 'source': 'LIVE LTP'}]",836257.0,1822011.555556,0.458975,-54.102541,NSE_EQ|INE031A01017,2026-09-25,173.99,LIVE LTP,174.32,-0.189307,836257.0,1.0,2026-09-26T16:20:44+05:30,OK
nifty200,Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017,,2026-09-26T16:20:44+05:30,23140.5,-0.189307,-0.531672,-6.932335,-16.334872,5.378233,,-3.364827,-12.970045,"[{'date': '2026-09-15', 'rs': -17.002558, 'volume': 1454761}, {'date': '2026-09-16', 'rs': -16.952772, 'volume': 985174}, {'date': '2026-09-17', 'rs': -16.140288, 'volume': 2067656}, {'date': '2026-09-18', 'rs': -13.389427, 'volume': 3438429}, {'date': '2026-09-21', 'rs': -15.198901, 'volume': 1093890}, {'date': '2026-09-22', 'rs': -15.358757, 'volume': 970859}, {'date': '2026-09-23', 'rs': -12.060263, 'volume': 2918388}, {'date': '2026-09-24', 'rs': -12.173503, 'volume': 2632690}, {'date': '2026-09-25', 'rs': -12.970045, 'volume': 836257}, {'date': '2026-09-26', 'rs': -12.096235, 'volume': 836257, 'source': 'LIVE LTP'}]",4.906323,-12.060263,-17.002558,-14.334275,2.486711,5.0,10.0,"[{'date': '2026-09-15', 'rs': -17.002558, 'volume': 1454761}, {'date': '2026-09-16', 'rs': -16.952772, 'volume': 985174}, {'date': '2026-09-17', 'rs': -16.140288, 'volume': 2067656}, {'date': '2026-09-18', 'rs': -13.389427, 'volume': 3438429}, {'date': '2026-09-21', 'rs': -15.198901, 'volume': 1093890}, {'date': '2026-09-22', 'rs': -15.358757, 'volume': 970859}, {'date': '2026-09-23', 'rs': -12.060263, 'volume': 2918388}, {'date': '2026-09-24', 'rs': -12.173503, 'volume': 2632690}, {'date': '2026-09-25', 'rs': -12.970045, 'volume': 836257}, {'date': '2026-09-26', 'rs': -12.096235, 'volume': 836257, 'source': 'LIVE LTP'}]",836257.0,1822011.555556,0.458975,-54.102541,NSE_EQ|INE031A01017,2026-09-25,173.99,LIVE LTP,174.32,-0.189307,836257.0,1.0,2026-09-26T16:20:44+05:30,OK
nifty500,Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017,,2026-09-26T16:20:44+05:30,23140.5,-0.189307,-0.531672,-6.932335,-16.334872,5.378233,,-3.364827,-12.970045,"[{'date': '2026-09-15', 'rs': -17.002558, 'volume': 1454761}, {'date': '2026-09-16', 'rs': -16.952772, 'volume': 985174}, {'date': '2026-09-17', 'rs': -16.140288, 'volume': 2067656}, {'date': '2026-09-18', 'rs': -13.389427, 'volume': 3438429}, {'date': '2026-09-21', 'rs': -15.198901, 'volume': 1093890}, {'date': '2026-09-22', 'rs': -15.358757, 'volume': 970859}, {'date': '2026-09-23', 'rs': -12.060263, 'volume': 2918388}, {'date': '2026-09-24', 'rs': -12.173503, 'volume': 2632690}, {'date': '2026-09-25', 'rs': -12.970045, 'volume': 836257}, {'date': '2026-09-26', 'rs': -12.096235, 'volume': 836257, 'source': 'LIVE LTP'}]",4.906323,-12.060263,-17.002558,-14.334275,2.486711,5.0,10.0,"[{'date': '2026-09-15', 'rs': -17.002558, 'volume': 1454761}, {'date': '2026-09-16', 'rs': -16.952772, 'volume': 985174}, {'date': '2026-09-17', 'rs': -16.140288, 'volume': 2067656}, {'date': '2026-09-18', 'rs': -13.389427, 'volume': 3438429}, {'date': '2026-09-21', 'rs': -15.198901, 'volume': 1093890}, {'date': '2026-09-22', 'rs': -15.358757, 'volume': 970859}, {'date': '2026-09-23', 'rs': -12.060263, 'volume': 2918388}, {'date': '2026-09-24', 'rs': -12.173503, 'volume': 2632690}, {'date': '2026-09-25', 'rs': -12.970045, 'volume': 836257}, {'date': '2026-09-26', 'rs': -12.096235, 'volume': 836257, 'source': 'LIVE LTP'}]",836257.0,1822011.555556,0.458975,-54.102541,NSE_EQ|INE031A01017,2026-09-25,173.99,LIVE LTP,174.32,-0.189307,836257.0,1.0,2026-09-26T16:20:44+05:30,OK
niftytelecommunications,Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,,2026-09-26T16:20:44+05:30,23140.5,-0.209581,-6.381664,1.042867,-16.399117,20.498915,,-3.364827,-13.03429,"[{'date': '2026-09-15', 'rs': -5.014462, 'volume': 285951}, {'date': '2026-09-16', 'rs': -1.685817, 'volume': 317034}, {'date': '2026-09-17', 'rs': -4.031419, 'volume': 310186}, {'date': '2026-09-18', 'rs': -7.717364, 'volume': 713124}, {'date': '2026-09-21', 'rs': -13.100787, 'volume': 110793}, {'date': '2026-09-22', 'rs': -14.272188, 'volume': 136660}, {'date': '2026-09-23', 'rs': -13.771604, 'volume': 157911}, {'date': '2026-09-24', 'rs': -12.032997, 'volume': 111964}, {'date': '2026-09-25', 'rs': -13.03429, 'volume': 126901}, {'date': '2026-09-26', 'rs': -12.392974, 'volume': 126901, 'source': 'LIVE LTP'}]",-7.378512,-1.685817,-14.272188,-9.70539,-2.986204,4.0,10.0,"[{'date': '2026-09-15', 'rs': -5.014462, 'volume': 285951}, {'date': '2026-09-16', 'rs': -1.685817, 'volume': 317034}, {'date': '2026-09-17', 'rs': -4.031419, 'volume': 310186}, {'date': '2026-09-18', 'rs': -7.717364, 'volume': 713124}, {'date': '2026-09-21', 'rs': -13.100787, 'volume': 110793}, {'date': '2026-09-22', 'rs': -14.272188, 'volume': 136660}, {'date': '2026-09-23', 'rs': -13.771604, 'volume': 157911}, {'date': '2026-09-24', 'rs': -12.032997, 'volume': 111964}, {'date': '2026-09-25', 'rs': -13.03429, 'volume': 126901}, {'date': '2026-09-26', 'rs': -12.392974, 'volume': 126901, 'source': 'LIVE LTP'}]",126901.0,252280.444444,0.503016,-49.69844,NSE_EQ|INE151A01013,2026-09-25,1666.5,LIVE LTP,1670.0,-0.209581,126901.0,1.0,2026-09-26T16:20:44+05:30,OK
niftymidcap150,Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,,2026-09-26T16:20:44+05:30,23140.5,-0.209581,-6.381664,1.042867,-16.399117,20.498915,,-3.364827,-13.03429,"[{'date': '2026-09-15', 'rs': -5.014462, 'volume': 285951}, {'date': '2026-09-16', 'rs': -1.685817, 'volume': 317034}, {'date': '2026-09-17', 'rs': -4.031419, 'volume': 310186}, {'date': '2026-09-18', 'rs': -7.717364, 'volume': 713124}, {'date': '2026-09-21', 'rs': -13.100787, 'volume': 110793}, {'date': '2026-09-22', 'rs': -14.272188, 'volume': 136660}, {'date': '2026-09-23', 'rs': -13.771604, 'volume': 157911}, {'date': '2026-09-24', 'rs': -12.032997, 'volume': 111964}, {'date': '2026-09-25', 'rs': -13.03429, 'volume': 126901}, {'date': '2026-09-26', 'rs': -12.392974, 'volume': 126901, 'source': 'LIVE LTP'}]",-7.378512,-1.685817,-14.272188,-9.70539,-2.986204,4.0,10.0,"[{'date': '2026-09-15', 'rs': -5.014462, 'volume': 285951}, {'date': '2026-09-16', 'rs': -1.685817, 'volume': 317034}, {'date': '2026-09-17', 'rs': -4.031419, 'volume': 310186}, {'date': '2026-09-18', 'rs': -7.717364, 'volume': 713124}, {'date': '2026-09-21', 'rs': -13.100787, 'volume': 110793}, {'date': '2026-09-22', 'rs': -14.272188, 'volume': 136660}, {'date': '2026-09-23', 'rs': -13.771604, 'volume': 157911}, {'date': '2026-09-24', 'rs': -12.032997, 'volume': 111964}, {'date': '2026-09-25', 'rs': -13.03429, 'volume': 126901}, {'date': '2026-09-26', 'rs': -12.392974, 'volume': 126901, 'source': 'LIVE LTP'}]",126901.0,252280.444444,0.503016,-49.69844,NSE_EQ|INE151A01013,2026-09-25,1666.5,LIVE LTP,1670.0,-0.209581,126901.0,1.0,2026-09-26T16:20:44+05:30,OK
nifty200,Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,,2026-09-26T16:20:44+05:30,23140.5,-0.209581,-6.381664,1.042867,-16.399117,20.498915,,-3.364827,-13.03429,"[{'date': '2026-09-15', 'rs': -5.014462, 'volume': 285951}, {'date': '2026-09-16', 'rs': -1.685817, 'volume': 317034}, {'date': '2026-09-17', 'rs': -4.031419, 'volume': 310186}, {'date': '2026-09-18', 'rs': -7.717364, 'volume': 713124}, {'date': '2026-09-21', 'rs': -13.100787, 'volume': 110793}, {'date': '2026-09-22', 'rs': -14.272188, 'volume': 136660}, {'date': '2026-09-23', 'rs': -13.771604, 'volume': 157911}, {'date': '2026-09-24', 'rs': -12.032997, 'volume': 111964}, {'date': '2026-09-25', 'rs': -13.03429, 'volume': 126901}, {'date': '2026-09-26', 'rs': -12.392974, 'volume': 126901, 'source': 'LIVE LTP'}]",-7.378512,-1.685817,-14.272188,-9.70539,-2.986204,4.0,10.0,"[{'date': '2026-09-15', 'rs': -5.014462, 'volume': 285951}, {'date': '2026-09-16', 'rs': -1.685817, 'volume': 317034}, {'date': '2026-09-17', 'rs': -4.031419, 'volume': 310186}, {'date': '2026-09-18', 'rs': -7.717364, 'volume': 713124}, {'date': '2026-09-21', 'rs': -13.100787, 'volume': 110793}, {'date': '2026-09-22', 'rs': -14.272188, 'volume': 136660}, {'date': '2026-09-23', 'rs': -13.771604, 'volume': 157911}, {'date': '2026-09-24', 'rs': -12.032997, 'volume': 111964}, {'date': '2026-09-25', 'rs': -13.03429, 'volume': 126901}, {'date': '2026-09-26', 'rs': -12.392974, 'volume': 126901, 'source': 'LIVE LTP'}]",126901.0,252280.444444,0.503016,-49.69844,NSE_EQ|INE151A01013,2026-09-25,1666.5,LIVE LTP,1670.0,-0.209581,126901.0,1.0,2026-09-26T16:20:44+05:30,OK
nifty500,Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,,2026-09-26T16:20:44+05:30,23140.5,-0.209581,-6.381664,1.042867,-16.399117,20.498915,,-3.364827,-13.03429,"[{'date': '2026-09-15', 'rs': -5.014462, 'volume': 285951}, {'date': '2026-09-16', 'rs': -1.685817, 'volume': 317034}, {'date': '2026-09-17', 'rs': -4.031419, 'volume': 310186}, {'date': '2026-09-18', 'rs': -7.717364, 'volume': 713124}, {'date': '2026-09-21', 'rs': -13.100787, 'volume': 110793}, {'date': '2026-09-22', 'rs': -14.272188, 'volume': 136660}, {'date': '2026-09-23', 'rs': -13.771604, 'volume': 157911}, {'date': '2026-09-24', 'rs': -12.032997, 'volume': 111964}, {'date': '2026-09-25', 'rs': -13.03429, 'volume': 126901}, {'date': '2026-09-26', 'rs': -12.392974, 'volume': 126901, 'source': 'LIVE LTP'}]",-7.378512,-1.685817,-14.272188,-9.70539,-2.986204,4.0,10.0,"[{'date': '2026-09-15', 'rs': -5.014462, 'volume': 285951}, {'date': '2026-09-16', 'rs': -1.685817, 'volume': 317034}, {'date': '2026-09-17', 'rs': -4.031419, 'volume': 310186}, {'date': '2026-09-18', 'rs': -7.717364, 'volume': 713124}, {'date': '2026-09-21', 'rs': -13.100787, 'volume': 110793}, {'date': '2026-09-22', 'rs': -14.272188, 'volume': 136660}, {'date': '2026-09-23', 'rs': -13.771604, 'volume': 157911}, {'date': '2026-09-24', 'rs': -12.032997, 'volume': 111964}, {'date': '2026-09-25', 'rs': -13.03429, 'volume': 126901}, {'date': '2026-09-26', 'rs': -12.392974, 'volume': 126901, 'source': 'LIVE LTP'}]",126901.0,252280.444444,0.503016,-49.69844,NSE_EQ|INE151A01013,2026-09-25,1666.5,LIVE LTP,1670.0,-0.209581,126901.0,1.0,2026-09-26T16:20:44+05:30,OK
niftyindiadigital,Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,,2026-09-26T16:20:44+05:30,23140.5,-0.209581,-6.381664,1.042867,-16.399117,20.498915,,-3.364827,-13.03429,"[{'date': '2026-09-15', 'rs': -5.014462, 'volume': 285951}, {'date': '2026-09-16', 'rs': -1.685817, 'volume': 317034}, {'date': '2026-09-17', 'rs': -4.031419, 'volume': 310186}, {'date': '2026-09-18', 'rs': -7.717364, 'volume': 713124}, {'date': '2026-09-21', 'rs': -13.100787, 'volume': 110793}, {'date': '2026-09-22', 'rs': -14.272188, 'volume': 136660}, {'date': '2026-09-23', 'rs': -13.771604, 'volume': 157911}, {'date': '2026-09-24', 'rs': -12.032997, 'volume': 111964}, {'date': '2026-09-25', 'rs': -13.03429, 'volume': 126901}, {'date': '2026-09-26', 'rs': -12.392974, 'volume': 126901, 'source': 'LIVE LTP'}]",-7.378512,-1.685817,-14.272188,-9.70539,-2.986204,4.0,10.0,"[{'date': '2026-09-15', 'rs': -5.014462, 'volume': 285951}, {'date': '2026-09-16', 'rs': -1.685817, 'volume': 317034}, {'date': '2026-09-17', 'rs': -4.031419, 'volume': 310186}, {'date': '2026-09-18', 'rs': -7.717364, 'volume': 713124}, {'date': '2026-09-21', 'rs': -13.100787, 'volume': 110793}, {'date': '2026-09-22', 'rs': -14.272188, 'volume': 136660}, {'date': '2026-09-23', 'rs': -13.771604, 'volume': 157911}, {'date': '2026-09-24', 'rs': -12.032997, 'volume': 111964}, {'date': '2026-09-25', 'rs': -13.03429, 'volume': 126901}, {'date': '2026-09-26', 'rs': -12.392974, 'volume': 126901, 'source': 'LIVE LTP'}]",126901.0,252280.444444,0.503016,-49.69844,NSE_EQ|INE151A01013,2026-09-25,1666.5,LIVE LTP,1670.0,-0.209581,126901.0,1.0,2026-09-26T16:20:44+05:30,OK
niftymidsmallitandtelecom,Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,,2026-09-26T16:20:44+05:30,23140.5,-0.209581,-6.381664,1.042867,-16.399117,20.498915,,-3.364827,-13.03429,"[{'date': '2026-09-15', 'rs': -5.014462, 'volume': 285951}, {'date': '2026-09-16', 'rs': -1.685817, 'volume': 317034}, {'date': '2026-09-17', 'rs': -4.031419, 'volume': 310186}, {'date': '2026-09-18', 'rs': -7.717364, 'volume': 713124}, {'date': '2026-09-21', 'rs': -13.100787, 'volume': 110793}, {'date': '2026-09-22', 'rs': -14.272188, 'volume': 136660}, {'date': '2026-09-23', 'rs': -13.771604, 'volume': 157911}, {'date': '2026-09-24', 'rs': -12.032997, 'volume': 111964}, {'date': '2026-09-25', 'rs': -13.03429, 'volume': 126901}, {'date': '2026-09-26', 'rs': -12.392974, 'volume': 126901, 'source': 'LIVE LTP'}]",-7.378512,-1.685817,-14.272188,-9.70539,-2.986204,4.0,10.0,"[{'date': '2026-09-15', 'rs': -5.014462, 'volume': 285951}, {'date': '2026-09-16', 'rs': -1.685817, 'volume': 317034}, {'date': '2026-09-17', 'rs': -4.031419, 'volume': 310186}, {'date': '2026-09-18', 'rs': -7.717364, 'volume': 713124}, {'date': '2026-09-21', 'rs': -13.100787, 'volume': 110793}, {'date': '2026-09-22', 'rs': -14.272188, 'volume': 136660}, {'date': '2026-09-23', 'rs': -13.771604, 'volume': 157911}, {'date': '2026-09-24', 'rs': -12.032997, 'volume': 111964}, {'date': '2026-09-25', 'rs': -13.03429, 'volume': 126901}, {'date': '2026-09-26', 'rs': -12.392974, 'volume': 126901, 'source': 'LIVE LTP'}]",126901.0,252280.444444,0.503016,-49.69844,NSE_EQ|INE151A01013,2026-09-25,1666.5,LIVE LTP,1670.0,-0.209581,126901.0,1.0,2026-09-26T16:20:44+05:30,OK
niftymicrocap250,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF,EQ,INE027A01015,,2026-09-26T16:20:44+05:30,23140.5,0.166052,-0.458379,-11.240088,-16.399754,-1.32679,,-3.364827,-13.034926,"[{'date': '2026-09-15', 'rs': -14.180635, 'volume': 1070656}, {'date': '2026-09-16', 'rs': -15.896971, 'volume': 1035985}, {'date': '2026-09-17', 'rs': -14.591028, 'volume': 1203731}, {'date': '2026-09-18', 'rs': -17.39923, 'volume': 961339}, {'date': '2026-09-21', 'rs': -17.753435, 'volume': 1035395}, {'date': '2026-09-22', 'rs': -17.714683, 'volume': 957267}, {'date': '2026-09-23', 'rs': -15.915445, 'volume': 1218290}, {'date': '2026-09-24', 'rs': -14.135253, 'volume': 649262}, {'date': '2026-09-25', 'rs': -13.034926, 'volume': 642414}, {'date': '2026-09-26', 'rs': -14.043982, 'volume': 642414, 'source': 'LIVE LTP'}]",0.136653,-13.034926,-17.753435,-15.466559,1.580641,5.0,10.0,"[{'date': '2026-09-15', 'rs': -14.180635, 'volume': 1070656}, {'date': '2026-09-16', 'rs': -15.896971, 'volume': 1035985}, {'date': '2026-09-17', 'rs': -14.591028, 'volume': 1203731}, {'date': '2026-09-18', 'rs': -17.39923, 'volume': 961339}, {'date': '2026-09-21', 'rs': -17.753435, 'volume': 1035395}, {'date': '2026-09-22', 'rs': -17.714683, 'volume': 957267}, {'date': '2026-09-23', 'rs': -15.915445, 'volume': 1218290}, {'date': '2026-09-24', 'rs': -14.135253, 'volume': 649262}, {'date': '2026-09-25', 'rs': -13.034926, 'volume': 642414}, {'date': '2026-09-26', 'rs': -14.043982, 'volume': 642414, 'source': 'LIVE LTP'}]",642414.0,974926.555556,0.658936,-34.106421,NSE_EQ|INE027A01015,2026-09-25,108.58,LIVE LTP,108.4,0.166052,642414.0,1.0,2026-09-26T16:20:44+05:30,OK
niftymicrocap250,Eureka Forbes Ltd.,Consumer Durables,EUREKAFORB,EQ,INE0KCE01017,,2026-09-26T16:20:44+05:30,23140.5,-1.133031,-3.750324,-12.83347,-16.39991,-14.864555,,-3.364827,-13.035082,"[{'date': '2026-09-15', 'rs': -10.062651, 'volume': 97508}, {'date': '2026-09-16', 'rs': -11.541104, 'volume': 218699}, {'date': '2026-09-17', 'rs': -11.568966, 'volume': 142731}, {'date': '2026-09-18', 'rs': -15.026265, 'volume': 438600}, {'date': '2026-09-21', 'rs': -17.51131, 'volume': 122274}, {'date': '2026-09-22', 'rs': -17.422599, 'volume': 183218}, {'date': '2026-09-23', 'rs': -15.771076, 'volume': 125260}, {'date': '2026-09-24', 'rs': -14.026595, 'volume': 223143}, {'date': '2026-09-25', 'rs': -13.035082, 'volume': 220304}, {'date': '2026-09-26', 'rs': -16.077811, 'volume': 220304, 'source': 'LIVE LTP'}]",-6.01516,-10.062651,-17.51131,-14.204346,-2.081628,4.0,10.0,"[{'date': '2026-09-15', 'rs': -10.062651, 'volume': 97508}, {'date': '2026-09-16', 'rs': -11.541104, 'volume': 218699}, {'date': '2026-09-17', 'rs': -11.568966, 'volume': 142731}, {'date': '2026-09-18', 'rs': -15.026265, 'volume': 438600}, {'date': '2026-09-21', 'rs': -17.51131, 'volume': 122274}, {'date': '2026-09-22', 'rs': -17.422599, 'volume': 183218}, {'date': '2026-09-23', 'rs': -15.771076, 'volume': 125260}, {'date': '2026-09-24', 'rs': -14.026595, 'volume': 223143}, {'date': '2026-09-25', 'rs': -13.035082, 'volume': 220304}, {'date': '2026-09-26', 'rs': -16.077811, 'volume': 220304, 'source': 'LIVE LTP'}]",220304.0,196859.666667,1.119092,11.90916,NSE_EQ|INE0KCE01017,2026-09-25,370.85,LIVE LTP,375.1,-1.133031,220304.0,200.0,2026-09-26T16:20:44+05:30,OK
niftyhousing,Adani Total Gas Ltd.,OIL & GAS,ATGL,BE,INE399L01023,,2026-09-26T16:20:44+05:30,23140.5,-0.122469,-7.423944,-4.979027,-16.401285,19.090732,,-3.364827,-13.036457,"[{'date': '2026-09-15', 'rs': -15.083412, 'volume': 517239}, {'date': '2026-09-16', 'rs': -12.926065, 'volume': 838761}, {'date': '2026-09-17', 'rs': -15.248653, 'volume': 373871}, {'date': '2026-09-18', 'rs': -6.380755, 'volume': 39305845}, {'date': '2026-09-21', 'rs': -10.09645, 'volume': 3827345}, {'date': '2026-09-22', 'rs': -10.462876, 'volume': 1213917}, {'date': '2026-09-23', 'rs': -10.694245, 'volume': 944768}, {'date': '2026-09-24', 'rs': -10.793359, 'volume': 634187}, {'date': '2026-09-25', 'rs': -13.036457, 'volume': 547772}, {'date': '2026-09-26', 'rs': -13.350983, 'volume': 547772, 'source': 'LIVE LTP'}]",1.732429,-6.380755,-15.248653,-11.807326,-1.715175,2.0,10.0,"[{'date': '2026-09-15', 'rs': -15.083412, 'volume': 517239}, {'date': '2026-09-16', 'rs': -12.926065, 'volume': 838761}, {'date': '2026-09-17', 'rs': -15.248653, 'volume': 373871}, {'date': '2026-09-18', 'rs': -6.380755, 'volume': 39305845}, {'date': '2026-09-21', 'rs': -10.09645, 'volume': 3827345}, {'date': '2026-09-22', 'rs': -10.462876, 'volume': 1213917}, {'date': '2026-09-23', 'rs': -10.694245, 'volume': 944768}, {'date': '2026-09-24', 'rs': -10.793359, 'volume': 634187}, {'date': '2026-09-25', 'rs': -13.036457, 'volume': 547772}, {'date': '2026-09-26', 'rs': -13.350983, 'volume': 547772, 'source': 'LIVE LTP'}]",547772.0,5355967.222222,0.102273,-89.772678,NSE_EQ|INE399L01023,2026-09-25,611.65,LIVE LTP,612.4,-0.122469,547772.0,1.0,2026-09-26T16:20:44+05:30,OK
niftyenergy,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,ATGL,EQ,INE399L01023,,2026-09-26T16:20:44+05:30,23140.5,-0.122469,-7.423944,-4.979027,-16.401285,19.090732,,-3.364827,-13.036457,"[{'date': '2026-09-15', 'rs': -15.083412, 'volume': 517239}, {'date': '2026-09-16', 'rs': -12.926065, 'volume': 838761}, {'date': '2026-09-17', 'rs': -15.248653, 'volume': 373871}, {'date': '2026-09-18', 'rs': -6.380755, 'volume': 39305845}, {'date': '2026-09-21', 'rs': -10.09645, 'volume': 3827345}, {'date': '2026-09-22', 'rs': -10.462876, 'volume': 1213917}, {'date': '2026-09-23', 'rs': -10.694245, 'volume': 944768}, {'date': '2026-09-24', 'rs': -10.793359, 'volume': 634187}, {'date': '2026-09-25', 'rs': -13.036457, 'volume': 547772}, {'date': '2026-09-26', 'rs': -13.350983, 'volume': 547772, 'source': 'LIVE LTP'}]",1.732429,-6.380755,-15.248653,-11.807326,-1.715175,2.0,10.0,"[{'date': '2026-09-15', 'rs': -15.083412, 'volume': 517239}, {'date': '2026-09-16', 'rs': -12.926065, 'volume': 838761}, {'date': '2026-09-17', 'rs': -15.248653, 'volume': 373871}, {'date': '2026-09-18', 'rs': -6.380755, 'volume': 39305845}, {'date': '2026-09-21', 'rs': -10.09645, 'volume': 3827345}, {'date': '2026-09-22', 'rs': -10.462876, 'volume': 1213917}, {'date': '2026-09-23', 'rs': -10.694245, 'volume': 944768}, {'date': '2026-09-24', 'rs': -10.793359, 'volume': 634187}, {'date': '2026-09-25', 'rs': -13.036457, 'volume': 547772}, {'date': '2026-09-26', 'rs': -13.350983, 'volume': 547772, 'source': 'LIVE LTP'}]",547772.0,5355967.222222,0.102273,-89.772678,NSE_EQ|INE399L01023,2026-09-25,611.65,LIVE LTP,612.4,-0.122469,547772.0,1.0,2026-09-26T16:20:44+05:30,OK
niftyoilandgas,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,ATGL,EQ,INE399L01023,,2026-09-26T16:20:44+05:30,23140.5,-0.122469,-7.423944,-4.979027,-16.401285,19.090732,,-3.364827,-13.036457,"[{'date': '2026-09-15', 'rs': -15.083412, 'volume': 517239}, {'date': '2026-09-16', 'rs': -12.926065, 'volume': 838761}, {'date': '2026-09-17', 'rs': -15.248653, 'volume': 373871}, {'date': '2026-09-18', 'rs': -6.380755, 'volume': 39305845}, {'date': '2026-09-21', 'rs': -10.09645, 'volume': 3827345}, {'date': '2026-09-22', 'rs': -10.462876, 'volume': 1213917}, {'date': '2026-09-23', 'rs': -10.694245, 'volume': 944768}, {'date': '2026-09-24', 'rs': -10.793359, 'volume': 634187}, {'date': '2026-09-25', 'rs': -13.036457, 'volume': 547772}, {'date': '2026-09-26', 'rs': -13.350983, 'volume': 547772, 'source': 'LIVE LTP'}]",1.732429,-6.380755,-15.248653,-11.807326,-1.715175,2.0,10.0,"[{'date': '2026-09-15', 'rs': -15.083412, 'volume': 517239}, {'date': '2026-09-16', 'rs': -12.926065, 'volume': 838761}, {'date': '2026-09-17', 'rs': -15.248653, 'volume': 373871}, {'date': '2026-09-18', 'rs': -6.380755, 'volume': 39305845}, {'date': '2026-09-21', 'rs': -10.09645, 'volume': 3827345}, {'date': '2026-09-22', 'rs': -10.462876, 'volume': 1213917}, {'date': '2026-09-23', 'rs': -10.694245, 'volume': 944768}, {'date': '2026-09-24', 'rs': -10.793359, 'volume': 634187}, {'date': '2026-09-25', 'rs': -13.036457, 'volume': 547772}, {'date': '2026-09-26', 'rs': -13.350983, 'volume': 547772, 'source': 'LIVE LTP'}]",547772.0,5355967.222222,0.102273,-89.772678,NSE_EQ|INE399L01023,2026-09-25,611.65,LIVE LTP,612.4,-0.122469,547772.0,1.0,2026-09-26T16:20:44+05:30,OK
